instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_type
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0.0,18.0,18.0,Weekday
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2.0,10.0,12.0,Weekday
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0.0,3.0,3.0,Weekday
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0.0,3.0,3.0,Weekday
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0.0,6.0,6.0,Weekday
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0.0,27.0,27.0,Weekday
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2.0,97.0,99.0,Weekday
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3.0,214.0,217.0,Weekday
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3.0,127.0,130.0,Weekday
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3.0,51.0,54.0,Weekday
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4.0,31.0,35.0,Weekday
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2.0,55.0,57.0,Weekday
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6.0,46.0,52.0,Weekday
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3.0,60.0,63.0,Weekday
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2.0,45.0,47.0,Weekday
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4.0,72.0,76.0,Weekday
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6.0,130.0,136.0,Weekday
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1.0,94.0,95.0,Weekday
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0.0,51.0,51.0,Weekday
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0.0,32.0,32.0,Weekday
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0.0,20.0,20.0,Weekday
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1.0,28.0,29.0,Weekday
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1.0,18.0,19.0,Weekday
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0.0,7.0,7.0,Weekday
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0.0,6.0,6.0,Weekday
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0.0,1.0,1.0,Weekday
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0.0,5.0,5.0,Weekday
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0.0,16.0,16.0,Weekday
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0.0,54.0,54.0,Weekday
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3.0,125.0,128.0,Weekday
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3.0,78.0,81.0,Weekday
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0.0,39.0,39.0,Weekday
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3.0,32.0,35.0,Weekday
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3.0,52.0,55.0,Weekday
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0.0,49.0,49.0,Weekday
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0.0,44.0,44.0,Weekday
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1.0,48.0,49.0,Weekday
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5.0,63.0,68.0,Weekday
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0.0,139.0,139.0,Weekday
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2.0,135.0,137.0,Weekday
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1.0,82.0,83.0,Weekday
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2.0,54.0,56.0,Weekday
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0.0,57.0,57.0,Weekday
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1.0,32.0,33.0,Weekday
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1.0,19.0,20.0,Weekday
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1.0,6.0,7.0,Weekday
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0.0,2.0,2.0,Weekday
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0.0,2.0,2.0,Weekday
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0.0,3.0,3.0,Weekday
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0.0,4.0,4.0,Weekday
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0.0,3.0,3.0,Weekday
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0.0,28.0,28.0,Weekday
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0.0,72.0,72.0,Weekday
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5.0,197.0,202.0,Weekday
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2.0,137.0,139.0,Weekday
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2.0,36.0,38.0,Weekday
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4.0,33.0,37.0,Weekday
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3.0,49.0,52.0,Weekday
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2.0,81.0,83.0,Weekday
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3.0,39.0,42.0,Weekday
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5.0,55.0,60.0,Weekday
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2.0,76.0,78.0,Weekday
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4.0,158.0,162.0,Weekday
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3.0,141.0,144.0,Weekday
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1.0,98.0,99.0,Weekday
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0.0,64.0,64.0,Weekday
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0.0,40.0,40.0,Weekday
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0.0,30.0,30.0,Weekday
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1.0,14.0,15.0,Weekday
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0.0,14.0,14.0,Weekend
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0.0,5.0,5.0,Weekend
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0.0,1.0,1.0,Weekend
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0.0,1.0,1.0,Weekend
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0.0,8.0,8.0,Weekend
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0.0,17.0,17.0,Weekend
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0.0,70.0,70.0,Weekend
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2.0,156.0,158.0,Weekend
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0.0,117.0,117.0,Weekend
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4.0,40.0,44.0,Weekend
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6.0,47.0,53.0,Weekend
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2.0,59.0,61.0,Weekend
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4.0,73.0,77.0,Weekend
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5.0,59.0,64.0,Weekend
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9.0,59.0,68.0,Weekend
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3.0,87.0,90.0,Weekend
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4.0,155.0,159.0,Weekend
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5.0,134.0,139.0,Weekend
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3.0,89.0,92.0,Weekend
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0.0,68.0,68.0,Weekend
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4.0,48.0,52.0,Weekend
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2.0,34.0,36.0,Weekend
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1.0,26.0,27.0,Weekend
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3.0,25.0,28.0,Weekend
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2.0,18.0,20.0,Weekend
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0.0,12.0,12.0,Weekend
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1.0,7.0,8.0,Weekend
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0.0,5.0,5.0,Weekend
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0.0,1.0,1.0,Weekend
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1.0,2.0,3.0,Weekend
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1.0,9.0,10.0,Weekend
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1.0,22.0,23.0,Weekend
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2.0,31.0,33.0,Weekend
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2.0,57.0,59.0,Weekend
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18.0,54.0,72.0,Weekend
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15.0,74.0,89.0,Weekend
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21.0,80.0,101.0,Weekend
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26.0,92.0,118.0,Weekend
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21.0,108.0,129.0,Weekend
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33.0,95.0,128.0,Weekend
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29.0,54.0,83.0,Weekend
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15.0,69.0,84.0,Weekend
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14.0,60.0,74.0,Weekend
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6.0,35.0,41.0,Weekend
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6.0,51.0,57.0,Weekend
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0.0,26.0,26.0,Weekend
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5.0,39.0,44.0,Weekend
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6.0,33.0,39.0,Weekday
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4.0,19.0,23.0,Weekday
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3.0,13.0,16.0,Weekday
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9.0,6.0,15.0,Weekday
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0,Weekday
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1.0,1.0,2.0,Weekday
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0,Weekday
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0.0,3.0,3.0,Weekday
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0.0,18.0,18.0,Weekday
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3.0,29.0,32.0,Weekday
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8.0,71.0,79.0,Weekday
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23.0,70.0,93.0,Weekday
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29.0,75.0,104.0,Weekday
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23.0,95.0,118.0,Weekday
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22.0,69.0,91.0,Weekday
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35.0,78.0,113.0,Weekday
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22.0,77.0,99.0,Weekday
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23.0,82.0,105.0,Weekday
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11.0,56.0,67.0,Weekday
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14.0,47.0,61.0,Weekday
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7.0,50.0,57.0,Weekday
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6.0,22.0,28.0,Weekday
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2.0,19.0,21.0,Weekday
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0.0,18.0,18.0,Weekday
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1.0,16.0,17.0,Weekday
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1.0,15.0,16.0,Weekday
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0.0,8.0,8.0,Weekday
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0.0,2.0,2.0,Weekday
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1.0,2.0,3.0,Weekday
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0.0,1.0,1.0,Weekday
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0.0,5.0,5.0,Weekday
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4.0,9.0,13.0,Weekday
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3.0,30.0,33.0,Weekday
382,2011-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8.0,39.0,47.0,Weekday
383,2011-01-17,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7.0,50.0,57.0,Weekday
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9.0,55.0,64.0,Weekday
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10.0,70.0,80.0,Weekday
386,2011-01-17,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13.0,80.0,93.0,Weekday
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12.0,74.0,86.0,Weekday
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21.0,72.0,93.0,Weekday
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6.0,76.0,82.0,Weekday
390,2011-01-17,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4.0,67.0,71.0,Weekday
391,2011-01-17,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7.0,85.0,92.0,Weekday
392,2011-01-17,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2.0,58.0,60.0,Weekday
393,2011-01-17,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4.0,29.0,33.0,Weekday
394,2011-01-17,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3.0,24.0,27.0,Weekday
395,2011-01-17,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0.0,13.0,13.0,Weekday
396,2011-01-17,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1.0,3.0,4.0,Weekday
397,2011-01-18,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0.0,3.0,3.0,Weekday
398,2011-01-18,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0.0,22.0,22.0,Weekday
399,2011-01-18,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2.0,26.0,28.0,Weekday
400,2011-01-18,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3.0,32.0,35.0,Weekday
401,2011-01-18,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0.0,61.0,61.0,Weekday
402,2011-01-18,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1.0,124.0,125.0,Weekday
403,2011-01-18,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1.0,132.0,133.0,Weekday
404,2011-01-18,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1.0,98.0,99.0,Weekday
405,2011-01-18,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0.0,83.0,83.0,Weekday
406,2011-01-18,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0.0,41.0,41.0,Weekday
407,2011-01-18,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0.0,33.0,33.0,Weekday
408,2011-01-18,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1.0,19.0,20.0,Weekday
409,2011-01-19,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0.0,3.0,3.0,Weekday
410,2011-01-19,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1.0,6.0,7.0,Weekday
411,2011-01-19,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0.0,3.0,3.0,Weekday
412,2011-01-19,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1.0,1.0,2.0,Weekday
413,2011-01-19,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0.0,7.0,7.0,Weekday
414,2011-01-19,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0.0,32.0,32.0,Weekday
415,2011-01-19,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1.0,89.0,90.0,Weekday
416,2011-01-19,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1.0,196.0,197.0,Weekday
417,2011-01-19,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2.0,107.0,109.0,Weekday
418,2011-01-19,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1.0,46.0,47.0,Weekday
419,2011-01-19,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5.0,47.0,52.0,Weekday
420,2011-01-19,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5.0,65.0,70.0,Weekday
421,2011-01-19,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11.0,67.0,78.0,Weekday
422,2011-01-19,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7.0,68.0,75.0,Weekday
423,2011-01-19,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4.0,78.0,82.0,Weekday
424,2011-01-19,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10.0,94.0,104.0,Weekday
425,2011-01-19,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7.0,190.0,197.0,Weekday
426,2011-01-19,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5.0,156.0,161.0,Weekday
427,2011-01-19,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4.0,108.0,112.0,Weekday
428,2011-01-19,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2.0,74.0,76.0,Weekday
429,2011-01-19,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4.0,55.0,59.0,Weekday
430,2011-01-19,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6.0,53.0,59.0,Weekday
431,2011-01-19,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1.0,27.0,28.0,Weekday
432,2011-01-20,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5.0,8.0,13.0,Weekday
433,2011-01-20,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2.0,3.0,5.0,Weekday
434,2011-01-20,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0.0,2.0,2.0,Weekday
435,2011-01-20,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0,Weekday
436,2011-01-20,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0,Weekday
437,2011-01-20,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0.0,6.0,6.0,Weekday
438,2011-01-20,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0.0,35.0,35.0,Weekday
439,2011-01-20,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1.0,100.0,101.0,Weekday
440,2011-01-20,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2.0,247.0,249.0,Weekday
441,2011-01-20,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3.0,140.0,143.0,Weekday
442,2011-01-20,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1.0,56.0,57.0,Weekday
443,2011-01-20,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5.0,63.0,68.0,Weekday
444,2011-01-20,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7.0,77.0,84.0,Weekday
445,2011-01-20,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12.0,86.0,98.0,Weekday
446,2011-01-20,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6.0,75.0,81.0,Weekday
447,2011-01-20,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8.0,62.0,70.0,Weekday
448,2011-01-20,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8.0,83.0,91.0,Weekday
449,2011-01-20,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8.0,207.0,215.0,Weekday
450,2011-01-20,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1.0,184.0,185.0,Weekday
451,2011-01-20,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6.0,146.0,152.0,Weekday
452,2011-01-20,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2.0,124.0,126.0,Weekday
453,2011-01-20,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3.0,54.0,57.0,Weekday
454,2011-01-20,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0.0,56.0,56.0,Weekday
455,2011-01-20,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3.0,28.0,31.0,Weekday
456,2011-01-21,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1.0,20.0,21.0,Weekend
457,2011-01-21,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0.0,6.0,6.0,Weekend
458,2011-01-21,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0.0,2.0,2.0,Weekend
459,2011-01-21,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0.0,1.0,1.0,Weekend
460,2011-01-21,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0.0,1.0,1.0,Weekend
461,2011-01-21,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1.0,4.0,5.0,Weekend
462,2011-01-21,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0.0,27.0,27.0,Weekend
463,2011-01-21,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2.0,66.0,68.0,Weekend
464,2011-01-21,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7.0,210.0,217.0,Weekend
465,2011-01-21,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7.0,159.0,166.0,Weekend
