instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,days_since_start,avg_bike_rental_per_day,season_label,rolling_avg,casual_avg,registered_avg
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834.0,6736,7570,649,4504.35,Fall,7012.9,1158.9416666666666,5799.766666666666
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060.0,6222,7282,650,4504.35,Fall,7003.266666666666,1172.1083333333333,5776.966666666666
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252.0,4857,7109,651,4504.35,Fall,7018.566666666667,1222.6333333333334,5729.2
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080.0,4559,6639,652,4504.35,Fall,6920.033333333334,1221.0666666666666,5632.233333333334
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760.0,5115,5875,653,4504.35,Fall,6635.6,1145.575,5434.033333333334
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922.0,6612,7534,654,4504.35,Fall,6442.5,1081.3083333333334,5305.2
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979.0,6482,7461,655,4504.35,Fall,6402.1,1069.8416666666667,5276.266666666666
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008.0,6501,7509,656,4504.35,Fall,6447.0,1074.875,5316.133333333333
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753.0,4671,5424,657,4504.35,Fall,6389.5,1071.2083333333333,5262.3
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2266.75,5284,8090,658,4504.35,Fall,6316.5,1075.8083333333334,5184.7
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132.0,4692,6824,659,4504.35,Fall,6214.866666666667,1065.3083333333334,5093.566666666667
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830.0,6228,7058,660,4504.35,Fall,6124.666666666667,1002.35,5091.8
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841.0,6625,7466,661,4504.35,Fall,6197.2,991.85,5174.833333333333
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795.0,6898,7693,662,4504.35,Fall,6182.433333333333,973.5833333333334,5178.333333333333
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875.0,6484,7359,663,4504.35,Fall,6146.533333333334,964.8833333333333,5151.133333333333
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182.0,6262,7444,664,4504.35,Fall,6089.9,962.5166666666667,5096.866666666667
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2266.75,5209,7852,665,4504.35,Fall,6055.433333333333,1004.3833333333333,5020.533333333334
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998.0,3461,4459,666,4504.35,Fall,6041.1,1044.6083333333333,4965.2
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2.0,20,22,667,4504.35,Fall,6013.1,1006.1083333333333,4975.7
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87.0,1009,1096,668,4504.35,Fall,5928.266666666666,947.675,4949.3
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419.0,5147,5566,669,4504.35,Fall,5915.6,934.775,4949.533333333334
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466.0,5520,5986,670,4504.35,Fall,5845.966666666666,914.7083333333334,4899.966666666666
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618.0,5229,5847,671,4504.35,Fall,5787.2,898.2083333333334,4857.7
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029.0,4109,5138,672,4504.35,Fall,5724.533333333334,908.375,4784.866666666667
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201.0,3906,5107,673,4504.35,Fall,5699.366666666667,914.0083333333333,4754.066666666667
675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378.0,4881,5259,674,4504.35,Fall,5613.0,853.4166666666666,4746.266666666666
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466.0,5220,5686,675,4504.35,Fall,5573.333333333333,800.15,4759.866666666667
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326.0,4709,5035,676,4504.35,Fall,5509.6,792.9833333333333,4703.3
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340.0,4975,5315,677,4504.35,Fall,5341.566666666667,796.7833333333333,4531.466666666666
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709.0,5283,5992,678,4504.35,Fall,5215.466666666666,823.7166666666667,4378.433333333333
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090.0,4446,6536,679,4504.35,Fall,5046.066666666667,812.2833333333333,4220.466666666666
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2266.75,4562,6852,680,4504.35,Fall,4878.733333333334,783.1833333333333,4082.233333333333
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097.0,5172,6269,681,4504.35,Fall,4786.566666666667,718.8583333333333,4066.9333333333334
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327.0,3767,4094,682,4504.35,Fall,4769.9,689.6916666666667,4079.4333333333334
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373.0,5122,5495,683,4504.35,Fall,4944.5,696.225,4247.5
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320.0,5125,5445,684,4504.35,Fall,5085.4,701.425,4383.2
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484.0,5214,5698,685,4504.35,Fall,5088.8,699.525,4388.5
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313.0,4316,5629,686,4504.35,Fall,5062.3,715.6916666666667,4345.833333333333
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922.0,3747,4669,687,4504.35,Fall,5022.366666666667,724.825,4296.766666666666
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449.0,5050,5499,688,4504.35,Fall,5058.9,709.025,4349.1
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534.0,5100,5634,689,4504.35,Fall,5108.866666666667,687.3583333333333,4420.733333333334
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615.0,4531,5146,690,4504.35,Fall,5124.533333333334,685.7916666666666,4437.966666666666
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955.0,1470,2425,691,4504.35,Fall,5114.166666666667,681.5916666666667,4431.8
693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603.0,2307,3910,692,4504.35,Fall,5113.266666666666,682.3583333333333,4430.133333333333
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532.0,1745,2277,693,4504.35,Fall,5122.166666666667,709.4583333333334,4411.933333333333
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309.0,2115,2424,694,4504.35,Fall,5030.033333333334,700.525,4328.733333333334
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337.0,4750,5087,695,4504.35,Fall,4984.5,641.825,4341.9
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123.0,3836,3959,696,4504.35,Fall,4939.466666666666,575.6666666666666,4363.8
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198.0,5062,5260,697,4504.35,Fall,4907.8,549.4333333333333,4358.366666666667
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243.0,5080,5323,698,4504.35,Fall,4955.733333333334,552.7,4403.033333333334
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362.0,5306,5668,699,4504.35,Fall,4959.6,554.5666666666667,4405.033333333334
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951.0,4240,5191,700,4504.35,Fall,4946.333333333333,569.4666666666667,4376.866666666667
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892.0,3757,4649,701,4504.35,Fall,4882.6,571.2666666666667,4311.333333333333
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555.0,5679,6234,702,4504.35,Fall,4847.8,534.5666666666667,4313.233333333334
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551.0,6055,6606,703,4504.35,Fall,4877.4,518.2666666666667,4359.133333333333
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331.0,5398,5729,704,4504.35,Fall,4869.666666666667,514.4,4355.266666666666
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340.0,5035,5375,705,4504.35,Fall,4819.466666666666,507.06666666666666,4312.4
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349.0,4659,5008,706,4504.35,Fall,4768.7,493.93333333333334,4274.766666666666
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153.0,4429,5582,707,4504.35,Fall,4746.166666666667,468.93333333333334,4277.233333333334
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441.0,2787,3228,708,4504.35,Fall,4675.4,429.1,4246.3
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329.0,4841,5170,709,4504.35,Fall,4630.166666666667,417.1666666666667,4213.0
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282.0,5219,5501,710,4504.35,Fall,4583.133333333333,421.53333333333336,4161.6
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310.0,5009,5319,711,4504.35,Fall,4428.266666666666,410.6,4017.6666666666665
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425.0,5107,5532,712,4504.35,Fall,4366.766666666666,414.73333333333335,3952.0333333333333
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429.0,5182,5611,713,4504.35,Fall,4294.6,429.6,3865.0
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767.0,4280,5047,714,4504.35,Fall,4161.866666666667,426.8,3735.0666666666666
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538.0,3248,3786,715,4504.35,Fall,4032.8,426.8666666666667,3605.9333333333334
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212.0,4373,4585,716,4504.35,Fall,3950.733333333333,409.8,3540.9333333333334
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433.0,5124,5557,717,4504.35,Fall,,,
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333.0,4934,5267,718,4504.35,Fall,,,
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314.0,3814,4128,719,4504.35,Fall,,,
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221.0,3402,3623,720,4504.35,Winter,,,
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205.0,1544,1749,721,4504.35,Winter,,,
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408.0,1379,1787,722,4504.35,Winter,,,
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174.0,746,920,723,4504.35,Winter,,,
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440.0,573,1013,724,4504.35,Winter,,,
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9.0,432,441,725,4504.35,Winter,,,
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247.0,1867,2114,726,4504.35,Winter,,,
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644.0,2451,3095,727,4504.35,Winter,,,
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159.0,1182,1341,728,4504.35,Winter,,,
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364.0,1432,1796,729,4504.35,Winter,,,
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439.0,2290,2729,730,4504.35,Winter,,,
